com.edu.task1.entity.Repair
dateTime;carServise;machine;amount;mechanic
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@43a25848;0.83146692856361348322735693727736361324787139892578125;com.edu.task1.entity.Mechanic@7c30a502
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@3ac3fd8b;0.67354797442399416684821744638611562550067901611328125;com.edu.task1.entity.Mechanic@3f0ee7cb
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@5594a1b5;0.0699734332124408719977282089530490338802337646484375;com.edu.task1.entity.Mechanic@3f0ee7cb
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@6a5fc7f7;0.68200952842796047637108358685509301722049713134765625;com.edu.task1.entity.Mechanic@3b6eb2ec
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@1e643faf;0.73869218363634858715016662245034240186214447021484375;com.edu.task1.entity.Mechanic@3f0ee7cb
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@6e8dacdf;0.13848324894276264895864869686192832887172698974609375;com.edu.task1.entity.Mechanic@27f674d
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@7a79be86;0.69413782582117189434711690410040318965911865234375;com.edu.task1.entity.Mechanic@d041cf
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@34ce8af7;0.664430311320586053369652290712110698223114013671875;com.edu.task1.entity.Mechanic@1b0375b3
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@b684286;0.63304695162554402987353796561365015804767608642578125;com.edu.task1.entity.Mechanic@d041cf
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@880ec60;0.93570696670070552247722162064746953547000885009765625;com.edu.task1.entity.Mechanic@3f0ee7cb
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@3f3afe78;0.4427361373427098900634746314608491957187652587890625;com.edu.task1.entity.Mechanic@7c30a502
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@7f63425a;0.7257920465136640242320709148771129548549652099609375;com.edu.task1.entity.Mechanic@27f674d
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@36d64342;0.08218505969960199220025742761208675801753997802734375;com.edu.task1.entity.Mechanic@7c30a502
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@39ba5a14;0.18117949913393516236936875429819338023662567138671875;com.edu.task1.entity.Mechanic@56cbfb61
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@511baa65;0.27090169389560969648300670087337493896484375;com.edu.task1.entity.Mechanic@3b6eb2ec
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@340f438e;0.82274984122519778662052658546599559485912322998046875;com.edu.task1.entity.Mechanic@5a39699c
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@30c7da1e;0.802772840735586523663869229494594037532806396484375;com.edu.task1.entity.Mechanic@5a39699c
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@5b464ce8;0.99003651730626407445612358060316182672977447509765625;com.edu.task1.entity.Mechanic@27f674d
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@57829d67;0.6356820884793015213887201753095723688602447509765625;com.edu.task1.entity.Mechanic@56cbfb61
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@19dfb72a;0.97991687254044623767157418114948086440563201904296875;com.edu.task1.entity.Mechanic@5a39699c
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@17c68925;0.882167904015818127305692541995085775852203369140625;com.edu.task1.entity.Mechanic@3b6eb2ec
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@7e0ea639;0.720411593311592213240146520547568798065185546875;com.edu.task1.entity.Mechanic@5a39699c
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@3d24753a;0.62585877454943805719977945045684464275836944580078125;com.edu.task1.entity.Mechanic@7dc36524
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@59a6e353;0.11374303493403126186223062177305109798908233642578125;com.edu.task1.entity.Mechanic@7a0ac6e3
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@71be98f5;0.4834263591987326691423731972463428974151611328125;com.edu.task1.entity.Mechanic@7a0ac6e3
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@6fadae5d;0.5818914073390983876521431739092804491519927978515625;com.edu.task1.entity.Mechanic@7a0ac6e3
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@17f6480;0.11144869259120160354115114387241192162036895751953125;com.edu.task1.entity.Mechanic@7c30a502
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@2d6e8792;0.46008657353863358085988011225708760321140289306640625;com.edu.task1.entity.Mechanic@3f0ee7cb
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@2812cbfa;0.96323098989760380650437809890718199312686920166015625;com.edu.task1.entity.Mechanic@d041cf
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@2acf57e3;0.27858179594654541855192064758739434182643890380859375;com.edu.task1.entity.Mechanic@5a39699c
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@506e6d5e;0.63703821583536479611353797736228443682193756103515625;com.edu.task1.entity.Mechanic@5a39699c
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@96532d6;0.96221904654170897774889681386412121355533599853515625;com.edu.task1.entity.Mechanic@7a0ac6e3
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@3796751b;0.3631135272757759491213391811470501124858856201171875;com.edu.task1.entity.Mechanic@7dc36524
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@67b64c45;0.42189127584587160502138658557669259607791900634765625;com.edu.task1.entity.Mechanic@d041cf
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@4411d970;0.1934269396005545704753103564144112169742584228515625;com.edu.task1.entity.Mechanic@5a39699c
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@6442b0a6;0.693506341900973932723672987776808440685272216796875;com.edu.task1.entity.Mechanic@3b6eb2ec
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@60f82f98;0.93950232693109769765982264289050363004207611083984375;com.edu.task1.entity.Mechanic@3f0ee7cb
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@35f983a6;0.65029135824806261201302959307213313877582550048828125;com.edu.task1.entity.Mechanic@7c30a502
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@7f690630;0.77084707212960534850054727940005250275135040283203125;com.edu.task1.entity.Mechanic@5a39699c
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@edf4efb;0.97253900205966370418053656976553611457347869873046875;com.edu.task1.entity.Mechanic@27f674d
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@2f7a2457;0.9309829133681513102516191793256439268589019775390625;com.edu.task1.entity.Mechanic@56cbfb61
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@566776ad;0.0850274134265642800301066017709672451019287109375;com.edu.task1.entity.Mechanic@d041cf
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@6108b2d7;0.229152657370228940436618358944542706012725830078125;com.edu.task1.entity.Mechanic@7a0ac6e3
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@1554909b;0.0758950420306485629140524906688369810581207275390625;com.edu.task1.entity.Mechanic@56cbfb61
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@6bf256fa;0.79065786739204069188957646474591456353664398193359375;com.edu.task1.entity.Mechanic@7dc36524
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@6cd8737;0.7376967881774627588953308077179826796054840087890625;com.edu.task1.entity.Mechanic@7c30a502
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@22f71333;0.66135387504963782934197524809860624372959136962890625;com.edu.task1.entity.Mechanic@27f674d
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@13969fbe;0.24098401550237102952678469591774046421051025390625;com.edu.task1.entity.Mechanic@d041cf
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@6aaa5eb0;0.07220485234904627791507891743094660341739654541015625;com.edu.task1.entity.Mechanic@7dc36524
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@3498ed;0.2765691320792271756801028459449298679828643798828125;com.edu.task1.entity.Mechanic@5a39699c
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@1a407d53;0.11283355439352826810051055872463621199131011962890625;com.edu.task1.entity.Mechanic@27f674d
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@3d8c7aca;0.18264446017789326415226014432846568524837493896484375;com.edu.task1.entity.Mechanic@27f674d
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@5ebec15;0.500352705114163409660932302358560264110565185546875;com.edu.task1.entity.Mechanic@3f0ee7cb
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@21bcffb5;0.6154123316933184373311860326793976128101348876953125;com.edu.task1.entity.Mechanic@3f0ee7cb
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@380fb434;0.42628644518468805646449482082971371710300445556640625;com.edu.task1.entity.Mechanic@3b6eb2ec
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@668bc3d5;0.40457444734340619607593225737218745052814483642578125;com.edu.task1.entity.Mechanic@27f674d
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@3cda1055;0.195845971112907246691747786826454102993011474609375;com.edu.task1.entity.Mechanic@3f0ee7cb
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@7a5d012c;0.776445281549786425756565222400240600109100341796875;com.edu.task1.entity.Mechanic@1b0375b3
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@3fb6a447;0.679249426874124484498906895169056951999664306640625;com.edu.task1.entity.Mechanic@7dc36524
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@79b4d0f;0.78061741072434454036255147002520971000194549560546875;com.edu.task1.entity.Mechanic@3b6eb2ec
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@6b2fad11;0.79299214091073533250408900130423717200756072998046875;com.edu.task1.entity.Mechanic@1b0375b3
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@79698539;0.516029990188641374260214433888904750347137451171875;com.edu.task1.entity.Mechanic@7dc36524
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@73f792cf;0.375048089334438117248282651416957378387451171875;com.edu.task1.entity.Mechanic@7c30a502
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@2ed94a8b;0.89988151200306731869460463713039644062519073486328125;com.edu.task1.entity.Mechanic@5a39699c
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@38082d64;0.28165546095571958318259930820204317569732666015625;com.edu.task1.entity.Mechanic@3f0ee7cb
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@dfd3711;0.1091289338560181843007512725307606160640716552734375;com.edu.task1.entity.Mechanic@27f674d
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@42d3bd8b;0.33770842480320195644338809870532713830471038818359375;com.edu.task1.entity.Mechanic@3f0ee7cb
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@26ba2a48;0.53023899751447201023069055736414156854152679443359375;com.edu.task1.entity.Mechanic@3f0ee7cb
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@5f2050f6;0.8377698718325774507320602424442768096923828125;com.edu.task1.entity.Mechanic@1b0375b3
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@3b81a1bc;0.24080338457482231007134032552130520343780517578125;com.edu.task1.entity.Mechanic@5a39699c
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@64616ca2;0.3861264065876195417104099760763347148895263671875;com.edu.task1.entity.Mechanic@7a0ac6e3
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@13fee20c;0.85166165156670070590649856967502273619174957275390625;com.edu.task1.entity.Mechanic@3f0ee7cb
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@4e04a765;0.95541301015201607338411804448696784675121307373046875;com.edu.task1.entity.Mechanic@3b6eb2ec
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@783e6358;0.12765401451713376257401932889479212462902069091796875;com.edu.task1.entity.Mechanic@3b6eb2ec
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@17550481;0.95243737565551478407854801844223402440547943115234375;com.edu.task1.entity.Mechanic@3b6eb2ec
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@735f7ae5;0.2669499953689093985076397075317800045013427734375;com.edu.task1.entity.Mechanic@3b6eb2ec
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@180bc464;0.6531580269099055424675270842271856963634490966796875;com.edu.task1.entity.Mechanic@7dc36524
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@1324409e;0.21976976873642206644632324241683818399906158447265625;com.edu.task1.entity.Mechanic@7a0ac6e3
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@2c6a3f77;0.13458919380114686692451186900143511593341827392578125;com.edu.task1.entity.Mechanic@3f0ee7cb
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@246ae04d;0.11368292709876504087418425115174613893032073974609375;com.edu.task1.entity.Mechanic@d041cf
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@62043840;0.9573708138756897856325167595059610903263092041015625;com.edu.task1.entity.Mechanic@5a39699c
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@5315b42e;0.24824491018979955025969275084207765758037567138671875;com.edu.task1.entity.Mechanic@7dc36524
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@2ef9b8bc;0.39473003062829636888864115462638437747955322265625;com.edu.task1.entity.Mechanic@3b6eb2ec
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@5d624da6;0.30675469496516127865248790840269066393375396728515625;com.edu.task1.entity.Mechanic@d041cf
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@1e67b872;0.84054169047786242430220227106474339962005615234375;com.edu.task1.entity.Mechanic@3b6eb2ec
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@60addb54;0.071560025399012960889422174659557640552520751953125;com.edu.task1.entity.Mechanic@5a39699c
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@3f2a3a5;0.53493244156574137893045417513349093496799468994140625;com.edu.task1.entity.Mechanic@56cbfb61
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@4cb2c100;0.242902199002640539760022875270806252956390380859375;com.edu.task1.entity.Mechanic@27f674d
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@6fb554cc;0.1544548641178822290243033421575091779232025146484375;com.edu.task1.entity.Mechanic@5a39699c
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@614c5515;0.02614105627189589053926965789287351071834564208984375;com.edu.task1.entity.Mechanic@7a0ac6e3
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@77b52d12;0.39237156626835256734153745128423906862735748291015625;com.edu.task1.entity.Mechanic@7c30a502
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@2d554825;0.432510042924002302555663845851086080074310302734375;com.edu.task1.entity.Mechanic@3f0ee7cb
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@68837a77;0.20244819556963111750746975303627550601959228515625;com.edu.task1.entity.Mechanic@1b0375b3
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@6be46e8f;0.04537379265008467665865055096219293773174285888671875;com.edu.task1.entity.Mechanic@27f674d
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@3567135c;0.23036562402495575074823364047915674746036529541015625;com.edu.task1.entity.Mechanic@7c30a502
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@327471b5;0.6031900622234858122538980751414783298969268798828125;com.edu.task1.entity.Mechanic@56cbfb61
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@4157f54e;0.56427384909114108868521952899754978716373443603515625;com.edu.task1.entity.Mechanic@1b0375b3
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@90f6bfd;0.12355058877267521832976626683375798165798187255859375;com.edu.task1.entity.Mechanic@56cbfb61
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@47f6473;0.283303992326356279818355687893927097320556640625;com.edu.task1.entity.Mechanic@7c30a502
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@15975490;0.08576692867180535362336968319141305983066558837890625;com.edu.task1.entity.Mechanic@3f0ee7cb
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@6b143ee9;0.75882992196134535500817719366750679910182952880859375;com.edu.task1.entity.Mechanic@5a39699c
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@1936f0f5;0.16607272097741676564197632615105248987674713134765625;com.edu.task1.entity.Mechanic@56cbfb61
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Car@6615435c;0.7066897079743583720556898697395808994770050048828125;com.edu.task1.entity.Mechanic@7c30a502
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Truck@4909b8da;0.3660907085611488920307010630494914948940277099609375;com.edu.task1.entity.Mechanic@7a0ac6e3
Tue Dec 19 21:21:46 IRKT 2017;com.edu.task1.entity.CarService@6debcae2;com.edu.task1.entity.Bus@3a03464;0.7076161186701754868266789344488643109798431396484375;com.edu.task1.entity.Mechanic@7c30a502
