com.edu.task1.entity.Truck
numberAxle;capacity;namePicking;vin;releaseYear;color;mark
5;0;Люкс;3766538950272030002;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@25618e91
6;0;Люкс;1702806261031113403;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@21a06946
3;0;Люкс;7987784330255503606;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@7a92922
4;0;Люкс;-2165350016999229292;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@326de728
5;0;Люкс;-2582688616942846100;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@21a06946
7;0;Люкс;-5971284061168607327;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@2cfb4a64
6;0;Люкс;-1827233875792842921;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@25618e91
5;0;Люкс;-3860079806145922405;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@25618e91
6;0;Люкс;2954357778893628735;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@25618e91
5;0;Люкс;-7424877493257360769;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@71f2a7d5
3;0;Люкс;-2639679487435125112;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@77f03bb1
5;0;Люкс;5642806125203514369;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@71f2a7d5
3;0;Люкс;-3870577129084254538;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@71f2a7d5
7;0;Люкс;5729916338018707659;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@326de728
4;0;Люкс;8532332173027463847;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@326de728
7;0;Люкс;8292478714774985508;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@2cfb4a64
4;0;Люкс;6939059350451464122;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@21a06946
2;0;Люкс;-1861002566370563088;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@326de728
6;0;Люкс;4677026777882016067;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@326de728
5;0;Люкс;4019390344678180390;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@326de728
5;0;Люкс;-196966223349551932;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@326de728
6;0;Люкс;-6411748710803785676;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@7a92922
5;0;Люкс;-5096672322986619471;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@326de728
4;0;Люкс;3072159904628736744;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@21a06946
4;0;Люкс;7444790109671797719;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@77f03bb1
7;0;Люкс;-8786146268497611049;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@77f03bb1
2;0;Люкс;-7121935532134605925;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@77f03bb1
3;0;Люкс;-6967978510981925804;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@25618e91
5;0;Люкс;-1743608235691131476;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@71f2a7d5
3;0;Люкс;-2073632052465875076;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@326de728
3;0;Люкс;3540498806252442586;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@21a06946
6;0;Люкс;-7108410816997144352;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@7a92922
5;0;Люкс;1687578343999585071;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@2cfb4a64
2;0;Люкс;-8756494877166897971;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@2cfb4a64
2;0;Люкс;-4865914490962143354;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@2cfb4a64
2;0;Люкс;6906234568372362832;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@21a06946
7;0;Люкс;-8411085436614225109;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@77f03bb1
7;0;Люкс;4723177306439569498;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@77f03bb1
2;0;Люкс;6282005753029647692;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@25618e91
2;0;Люкс;-8416622825355286853;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@2cfb4a64
2;0;Люкс;-1246226755222145982;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@7a92922
7;0;Люкс;5173694904361925059;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@21a06946
4;0;Люкс;-7756341635085376257;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@21a06946
3;0;Люкс;4949888204997112528;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@21a06946
2;0;Люкс;-741615311827695840;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@326de728
2;0;Люкс;6583896562515678487;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@2cfb4a64
4;0;Люкс;-3162684296607175310;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@326de728
6;0;Люкс;-521943591077345958;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@326de728
6;0;Люкс;-7697094365984795408;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@2cfb4a64
5;0;Люкс;-533867560346635141;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@7a92922
2;0;Люкс;8109290437791490180;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@77f03bb1
6;0;Люкс;-5687375302088141822;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@7a92922
6;0;Люкс;2203497920764950031;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@77f03bb1
4;0;Люкс;-2880114997917517554;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@71f2a7d5
3;0;Люкс;2363459927795394941;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@2cfb4a64
2;0;Люкс;7777848978028599636;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@21a06946
5;0;Люкс;-6000011109472674561;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@21a06946
6;0;Люкс;8028087809792978700;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@77f03bb1
7;0;Люкс;-1257223508520113767;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@77f03bb1
5;0;Люкс;8145318908485737477;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@21a06946
5;0;Люкс;-3086679875711872610;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@7a92922
7;0;Люкс;-7282298466349127374;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@326de728
5;0;Люкс;-3086005317383766302;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@7a92922
7;0;Люкс;6304351577942380403;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@77f03bb1
4;0;Люкс;-4232610323967971176;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@2cfb4a64
6;0;Люкс;-5822371046485794974;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@25618e91
7;0;Люкс;8754757375706337602;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@326de728
7;0;Люкс;8923089030418887021;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@326de728
7;0;Люкс;-973601620527480037;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@71f2a7d5
5;0;Люкс;-2863891544305199992;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@21a06946
2;0;Люкс;-8911007046297085479;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@71f2a7d5
7;0;Люкс;6674585300715227445;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@7a92922
3;0;Люкс;-3341625103047015734;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@7a92922
3;0;Люкс;-6282908803027941444;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@7a92922
2;0;Люкс;-5437627653189724020;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@25618e91
4;0;Люкс;-8642976360085148733;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@2cfb4a64
3;0;Люкс;-4026299393447731724;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@71f2a7d5
2;0;Люкс;-800516469875247960;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@25618e91
2;0;Люкс;2761242796967357407;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@77f03bb1
7;0;Люкс;-697000308071880372;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@7a92922
5;0;Люкс;-4230898319698341883;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@326de728
4;0;Люкс;-5002809479014193364;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@326de728
2;0;Люкс;587590079161876229;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@25618e91
3;0;Люкс;5935471663206959107;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@77f03bb1
4;0;Люкс;-3147611223880818115;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@326de728
7;0;Люкс;-5133017366644021695;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@7a92922
6;0;Люкс;-5115542658456976843;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@25618e91
2;0;Люкс;8505545827518443550;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@326de728
2;0;Люкс;1566879008314550432;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@77f03bb1
5;0;Люкс;358281485325679131;Tue Dec 19 22:57:47 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@25618e91
