com.edu.task1.entity.Car
numberPassengerSeats;namePicking;vin;releaseYear;color;mark
5;Люкс;2601310736679596524;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;-3101800631129423337;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;-7188757062277604794;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;7572311271617249223;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@64c64813
5;Люкс;-6126911784323717350;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@3ac42916
5;Люкс;4472442109495676594;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@5f150435
5;Люкс;-8383561192314273284;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@282ba1e
5;Люкс;5204450286999636128;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@64c64813
5;Люкс;6844598176887604742;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@5f150435
5;Люкс;-7008728109254210277;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@50cbc42f
5;Люкс;-5767273995768730540;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@22a71081
5;Люкс;-6572100546270824974;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;724326029002705032;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;1367912026614930362;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@282ba1e
5;Люкс;2865360073683588422;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@50cbc42f
5;Люкс;9186683836888181320;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;5326680614139678905;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;7004143660293752120;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@64c64813
5;Люкс;4125189340922177805;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@75412c2f
5;Люкс;5684014380442188906;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@64c64813
5;Люкс;5557707154500352242;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@5f150435
5;Люкс;7559859610957156479;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@64c64813
5;Люкс;-7807977614873635808;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;8166812823301424992;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@282ba1e
5;Люкс;-2290251601960148019;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@3ac42916
5;Люкс;1379241740704452792;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@3ac42916
5;Люкс;1693385815427765048;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;4543919995757673077;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-8623733938918110174;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;5860891048398288203;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@5f150435
5;Люкс;-9020668068821449904;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@75412c2f
5;Люкс;-1644306977204917968;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@73035e27
5;Люкс;-6335861879027542773;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;-583491199319909919;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@5f150435
5;Люкс;-7065291852548951649;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@50cbc42f
5;Люкс;-7858403819298137252;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@3ac42916
5;Люкс;-1454310868761306657;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@22a71081
5;Люкс;-9130937811486009756;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@5f150435
5;Люкс;-4148705768486147169;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@22a71081
5;Люкс;5905469529747643649;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;8804396944494345785;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;477940463526563581;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-828664583373779191;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@64c64813
5;Люкс;182172562802789991;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@5f150435
5;Люкс;-6487303306787193359;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-355289689263537132;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@64c64813
5;Люкс;-7450589489472988714;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;2096099738697462809;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@73035e27
5;Люкс;2186638090922671392;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@64c64813
5;Люкс;8538718119798317650;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;-1327114140510225858;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@22a71081
5;Люкс;-456012086748297505;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-2708948470417319904;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@22a71081
5;Люкс;2091150371696775842;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;-7148501411599180101;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@75412c2f
5;Люкс;3349604982979036098;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;4398232604718855049;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;-1159131584791033302;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;-3386355415064279546;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-679935694235845622;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@3ac42916
5;Люкс;3323219993406540852;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;-7695999029322098091;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;1522589968072789784;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@282ba1e
5;Люкс;-3639458480976239294;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;2741351602102142779;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;-2106481823674531636;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@224aed64
5;Люкс;-7219934552153208535;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@282ba1e
5;Люкс;-5965769341518321358;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@224aed64
5;Люкс;7535707122772279797;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;-5035392999797934217;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@282ba1e
5;Люкс;-3691748560942988365;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@22a71081
5;Люкс;-7286032067053668893;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;-1437899326199881219;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@64c64813
5;Люкс;-9104788344829885312;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@224aed64
5;Люкс;3825871529191661167;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@75412c2f
5;Люкс;8062940574536093085;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;-6209259042428541653;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;-3999069095209448881;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;3980679536256653654;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;853352226983630571;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@13b6d03
5;Люкс;6140945538894131609;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;-2156944670344489074;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@75412c2f
5;Люкс;1724173783583188129;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;6678483682313612437;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;-5361857314214107745;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;-8793274560042141915;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@75412c2f
5;Люкс;4959778800010981576;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@64c64813
5;Люкс;-1591233166272762460;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@5f150435
5;Люкс;2367800941517252566;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;-4489330834643599298;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@64c64813
5;Люкс;-999091265135116667;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;-3468388357070647967;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@50cbc42f
5;Люкс;-3216918424489150697;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;-3978336830382447039;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@282ba1e
5;Люкс;7773989112956776145;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@5f150435
5;Люкс;6342464064483812181;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@22a71081
5;Люкс;2445851557217499771;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@13b6d03
